#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321AD15AA
#Date Time: 2022-03-14 15:26:03.245
#Start: 0.5 Hz
#Stop: 100000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.52613 V
#Offset: -2.49971 V
#Relative: no
#Channel: Channel 2
#Range: 5.56343 V
#Offset: -1.66998 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 3.3 V
#Negative Supply: Rdy
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2.76130388372969,0.01067247928252609,17.11067566634151,222.3903638232552
2.995397091093554,0.00930819754967965,17.42009261396835,220.119970926876
3.249335861293443,0.008583781978217929,17.70155567988811,217.881483641905
3.524802628299614,0.01112889329944323,17.95473696904217,215.6650811118694
3.823622456658645,0.01170600048648001,18.18317826107154,213.5176602076911
4.147775133190121,0.01040505708169125,18.38918798158868,211.4323037452772
4.499408283772979,0.01171158893689925,18.57125201501,209.4088378838361
4.880851602124928,0.01164867688887697,18.73426253794019,207.484453927518
5.294632284845452,0.01073033753832596,18.87776492247187,205.6262849698236
5.743491774985171,0.01194609398883805,19.0026267023668,203.8815225228063
6.230403925073575,0.01105785264522982,19.11327657399556,202.1984808613935
6.75859469994147,0.01015236895728718,19.20991144414448,200.6482350702041
7.331563549876489,0.01036019001027661,19.29329784614218,199.1604893291879
7.953106595716291,0.0102037499849112,19.36581848200789,197.7720815394464
8.627341779488688,0.01114342826214064,19.42775163615658,196.4593292587826
9.358736147230983,0.01033775738763622,19.4832744335027,195.2571853655839
10.1521354447463,0.01110867035015668,19.52863240664608,194.1034863178976
11.01279622237975,0.0105774452036278,19.5722891859441,193.0420705766466
11.9464206615195,0.00920273835034293,19.60588808695929,192.0635415107785
12.95919435356084,0.01161307788911262,19.63564585949496,191.1509051060775
14.05782728163222,0.0103329566800358,19.66156615417806,190.2891678447177
15.24959827660131,0.01067789689049938,19.68340588690691,189.5002883819061
16.54240324189847,0.01245043129530212,19.70066490092724,188.7661035227422
17.94480746666344,0.01034124499028246,19.71940374349482,188.0802213011536
19.46610237380868,0.01055634136011054,19.73350630966399,187.442769521219
21.11636707897515,0.009607800031193171,19.74611738595018,186.8666589063208
22.90653516823063,0.008723024006596304,19.75810027898214,186.3232159319393
24.84846713693576,0.01076441703025357,19.76560082140234,185.8181602125527
26.95502896971169,0.01105882451474713,19.77276392200436,185.3577747719984
29.24017738212864,0.0102342235062553,19.7796368086619,184.9177987355725
31.7190522888722,0.01096294791553065,19.78528359773278,184.5037125644229
34.4080771110207,0.009603157008238612,19.79095853092494,184.1568331391857
37.32506758700644,0.01201401365877595,19.79465568604948,183.7950951777397
40.48934980816993,0.01043923645921556,19.79892895294045,183.4582451793999
43.92188826093513,0.004919033472827893,19.81079971405266,183.1730769147479
47.64542472393101,0.01840135360302604,19.79466046569015,182.8340366709065
51.68462894030059,0.01000856262324261,19.80928533164579,182.5405981913465
56.06626206345555,0.0189221883818675,19.80005171453071,182.3735417840675
60.8193539591616,0.008286920715263506,19.81639519707698,182.1590030507459
65.97539553864475,0.01049506547706143,19.81618877053251,181.9288302656909
71.56854739699087,0.01052877544644373,19.81681268487865,181.7172690917991
77.63586613914438,0.01232510738410472,19.81656995545292,181.5257469086888
84.2175498929934,0.01189057361171118,19.81917896994259,181.3516801107383
91.35720463615374,0.0119397344729558,19.81916677679922,181.1737854202164
99.10213310095853,0.01205935328106764,19.81938849335117,181.0084683208143
107.5036481717551,0.01088072327483056,19.82254697765413,180.8421778996419
116.6174128508716,0.01240502484728706,19.82168415314967,180.6818228294369
126.5038090456518,0.01028809288545191,19.82424368724939,180.5136684558598
137.2283376199003,0.01449055662615516,19.82028554868105,180.3726841100316
148.8620523602223,0.01524332319602603,19.82065997603625,180.2257648496599
161.4820307324337,0.01212324761895302,19.82353402543009,180.0751511795713
175.1718845469755,0.01108308488929578,19.82437094244297,179.9269095437442
190.022313916664,0.01168217528081683,19.82362225336166,179.7930310982285
206.1317081769483,0.01624488499383631,19.81987661155551,179.63954708893
223.606797749979,0.0142536294803441,19.81978511848681,179.4811177043387
242.5633612713233,0.01293150858469572,19.82211185622478,179.3347500992938
263.1269926642823,0.01889597204676356,19.81758086556943,179.1568573782862
285.4339332439596,0.01831797390480349,19.81683244482423,179.0080886742805
309.6319743640522,0.01956385816582808,19.81633101508395,178.8354822431226
335.8814365867269,0.01924110196629893,19.8158026814818,178.677807269645
364.356231862924,0.02493403876584518,19.81071543105275,178.4756648775672
395.2450157604057,0.02508684079742382,19.80685256230328,178.2987213474566
428.7524373734751,0.02889765953961417,19.80568175611459,178.0723767872577
465.1004951954432,0.0332940664885097,19.80204677952815,177.8830417402356
504.5300079369977,0.03417578769466362,19.79920745117523,177.6259028545619
547.3022100351463,0.04427779103480706,19.78913980447261,177.3669291120877
593.7004824235546,0.04371352587458209,19.78346561701138,177.1368431542783
644.0322300312401,0.04748426709830568,19.77972820121771,176.8419082206658
698.6309184487143,0.05732273318928306,19.77006187129599,176.5558817579517
757.8582832551988,0.06264582689383168,19.7586948083803,176.2214195100539
822.1067266445076,0.07141877660487966,19.74777283011263,175.8791292356702
891.801917228051,0.08648855330380678,19.73398756004625,175.543835548778
967.4056102396236,0.09891133829667048,19.7190243686418,175.1654328660527
1049.418706826772,0.1112594582291492,19.70109141752903,174.7443218078154
1138.384572697682,0.1227958294198133,19.68040672162931,174.326999399353
1234.892638110751,0.1424326226966708,19.65674040007957,173.8913710489923
1339.582303058063,0.1676295533397342,19.63227021086876,173.41603188785
1453.147173515992,0.191025974269372,19.59860961958929,172.8723089832222
1576.339656829573,0.212660511591202,19.56847625491779,172.3249586088124
1709.975946676697,0.2409635102033664,19.52851145268288,171.7837664365813
1854.941430639272,0.2729477474257841,19.48152218367019,171.1987108143461
2012.196556208413,0.3127335454271012,19.4360177826349,170.6012420509497
2182.783194088021,0.3480381698718845,19.38198911812744,169.9697619823364
2367.831540955892,0.390420040372035,19.31928510020467,169.2994846585879
2568.567607415555,0.4376694885273033,19.26000818666066,168.6174007094612
2786.321340749204,0.4872285121708866,19.18749332239444,167.9808658114161
3022.535436287782,0.5408621225384194,19.11363224789033,167.2786587693851
3278.7748957767,0.5881535503470957,19.03372847880284,166.5753581995029
3556.737396064711,0.6322608830760836,18.95476714410596,165.8076485263191
3858.26453681214,0.6910523447668688,18.86528350434117,165.0772853860314
4185.354041738589,0.7443475381432143,18.77290937375005,164.2933541090225
4540.172994247558,0.7820686245593627,18.68719523824111,163.5157004738155
4925.072195118797,0.8256662096552405,18.59116130905583,162.7065051572482
5342.601737393118,0.8651184954046143,18.49483483191609,161.8517932439957
5795.527901638708,0.9065096326316631,18.39786152681449,160.9366651931222
6286.851483536141,0.9206843755380298,18.29582579818472,159.9951016281011
6819.827675208833,0.9586537173721664,18.18592313735375,158.951866836334
7397.987632019574,0.9679830808869622,18.08455281112707,157.8827057444313
8025.161867721051,0.9695404493380886,17.97117704767986,156.712830256414
8705.505632961245,0.9707489514048726,17.84798302882073,155.5121102423771
9443.526445285423,0.9645160993006484,17.72679328746866,154.1539697602071
10244.11395303065,0.9505777639667056,17.5883214169681,152.7122231163072
11112.57233097158,0.921609856505533,17.4415040405624,151.1704903406065
12054.65542235029,0.8895351250042988,17.27710210115237,149.5563342064277
13076.60486011831,0.8468831298618794,17.10582173758584,147.7989710720237
14185.19141995768,0.8047558828444712,16.90460536295137,145.9709144767217
15387.75987905937,0.7333366331880687,16.69967514975365,144.0763170653753
16692.27767786412,0.6723517642762864,16.46337043886928,142.0847745460774
18107.38770716721,0.6152138543026787,16.20154513128611,140.0067146804251
19642.4655703202,0.5492454299669493,15.92124658055841,137.8361866142662
21307.68169991178,0.4565929109790145,15.61023327327801,135.7008771869813
23114.06874047302,0.3972460155539003,15.27384148585575,133.4728358653505
25073.59464364085,0.3210952860939739,14.90733943963543,131.2614098588981
27199.24196006127,0.2602808117510747,14.52012574279328,129.016488168032
29505.0938533692,0.1923125706989345,14.09502071079467,126.7630532591666
32006.42740611741,0.1228136932423562,13.65391594138617,124.5544335358569
34719.8148358402,0.06733493639158791,13.17811557096559,122.4187205579758
37663.23329184273,-0.005197504590644689,12.68115077723806,120.3212901777573
40856.18396015969,-0.0406671746514997,12.15980573031056,118.2694676502118
44319.82126579507,-0.09163878669125049,11.63110986314376,116.3633948740629
48077.09302825306,-0.128110496086721,11.07228950154026,114.4877466566408
52152.89249894129,-0.1588231476833475,10.48105182361876,112.5565239185345
56574.22328774603,-0.2271803215271835,9.899100227176641,110.970530559406
61370.37827147776,-0.2332340274000161,9.287932252891064,109.2286485103146
66573.13366951796,-0.2568396939642608,8.671278871111344,107.7052634204775
72216.95957248642,-0.2907596799368438,8.050273541826545,106.1004890649153
78339.24831875639,-0.3049807125578836,7.40027916582236,104.7077557955267
84980.56223189303,-0.3148421816069912,6.753645462829732,103.2902471793907
92184.902360361,-0.3341836133517542,6.092684673940242,102.0094081352687
100000,-0.3446542222342189,5.435627621068254,100.850315162683
