#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2NI
#Serial Number: SN:210321AD15AA
#Date Time: 2022-03-14 14:12:28.466
#Start: 0.5 Hz
#Stop: 100000 Hz
#Steps: 151
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.52613 V
#Offset: -2.49971 V
#Relative: no
#Channel: Channel 2
#Range: 5.56343 V
#Offset: -1.66998 V
#Relative: yes
#Power Supplies: OFF
#Positive Supply: Rdy
#Voltage: 3.3 V
#Negative Supply: Rdy
#Voltage: -1 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
47.64542472393101,0.01196206392077402,19.9965687534407,183.0075719755074
51.68462894030059,0.01257917143160108,19.99849448459996,182.7297014781527
56.06626206345555,0.01061589144583678,20.0019904954866,182.4616890585914
60.8193539591616,0.01032731760369866,20.00596661318282,182.2273013158334
65.97539553864475,0.01109503042483602,20.00669593283482,181.9932649568402
71.56854739699087,0.01163236410269243,20.00885504590669,181.8000177878872
77.63586613914438,0.01097341372078141,20.01160965421604,181.5797583040792
84.2175498929934,0.01221495233953538,20.01009305668574,181.3869842524513
91.35720463615374,0.01378738668427757,20.011001609136,181.2002113774979
99.10213310095853,0.01169207457325859,20.01274509079734,181.024355519981
107.5036481717551,0.01312610570054783,20.01461340568058,180.8474903977552
116.6174128508716,0.01338860725762669,20.01421541658491,180.6799872179483
126.5038090456518,0.01442222335465712,20.01328208823719,180.5067993033879
137.2283376199003,0.01445107562955506,20.01419874321823,180.3437225556526
148.8620523602223,0.0144063630098985,20.01416892073488,180.184204590267
161.4820307324337,0.01499851582467978,20.01546603061782,180.0317071387029
175.1718845469755,0.01643660604335805,20.01340021305072,179.8591972158874
190.022313916664,0.0143754005064241,20.01650249950514,179.725615544339
206.1317081769483,0.01764254340454024,20.01320307513824,179.5436133117487
223.606797749979,0.01808470206655352,20.01339640967713,179.4087953252055
242.5633612713233,0.0216239097522538,20.01091871415593,179.2271255853469
263.1269926642823,0.02184188879963518,20.01050566399225,179.0434027960906
285.4339332439596,0.02504800522455511,20.00859146993857,178.8812340692217
309.6319743640522,0.02610378800378451,20.00776462866412,178.6784859589932
335.8814365867269,0.02689166708072089,20.00211060025464,178.500295385604
364.356231862924,0.03039777902961119,20.00176871571856,178.2823571113769
395.2450157604057,0.03270006401148506,19.99710704460112,178.0951911002627
428.7524373734751,0.036116203234184,19.99299362602876,177.8438315876556
465.1004951954432,0.03833230888901337,19.99006407599609,177.6080330164756
504.5300079369977,0.04602356881940708,19.98382361669876,177.3534292586513
547.3022100351463,0.05279382636871296,19.97510224262358,177.0892810023922
593.7004824235546,0.05466128368567399,19.96827466027111,176.794909700678
644.0322300312401,0.05997352952089711,19.96219978197297,176.482307622682
698.6309184487143,0.07343440982463878,19.95102773813856,176.187643868072
757.8582832551988,0.09057242939780615,19.93356276477057,175.8197682137577
822.1067266445076,0.09952752255973468,19.91897869643056,175.4619742480707
891.801917228051,0.1110741138880269,19.90519704051972,175.0877512109201
967.4056102396236,0.1312886601865035,19.88601204869438,174.6812086950028
1049.418706826772,0.153563001287914,19.86374076804823,174.2398999384511
1138.384572697682,0.1682801728982155,19.8370394719838,173.7661730452933
1234.892638110751,0.189521746847161,19.81011861248214,173.2506438092197
1339.582303058063,0.2170920639405685,19.77936216527989,172.7437796132436
1453.147173515992,0.2517881027206237,19.73806318113681,172.2137330013311
1576.339656829573,0.2913856159027629,19.69489598475205,171.6216883590487
1709.975946676697,0.3268551796446084,19.6465899291888,171.0761222732948
1854.941430639272,0.3622846141068303,19.59488151047259,170.4374120951213
2012.196556208413,0.4191676391961913,19.53748150045099,169.8254332832826
2182.783194088021,0.4731804756635373,19.46793931675371,169.1861396242824
2367.831540955892,0.5256516971616314,19.3989045952193,168.5302178074381
2568.567607415555,0.5887788894235265,19.32340266968455,167.8513954253573
2786.321340749204,0.6400912806870528,19.24138024735105,167.1897779096782
3022.535436287782,0.6973112957823853,19.15880441076887,166.4893089505226
3278.7748957767,0.7746275244448352,19.06521262466178,165.8328510134013
3556.737396064711,0.8320055518795137,18.97144859479025,165.1225651778985
3858.26453681214,0.891268017578112,18.87147798286982,164.4327298041549
4185.354041738589,0.954728170713704,18.7747483801924,163.693209393986
4540.172994247558,1.021760737330053,18.67147370412339,162.9890247931966
4925.072195118797,1.06804058130166,18.57016628920782,162.2322225253031
5342.601737393118,1.121775872859146,18.46422504859356,161.4575449695016
5795.527901638708,1.165851681558663,18.35944729378711,160.6494483845716
6286.851483536141,1.184837250880693,18.2533259636765,159.759137447533
6819.827675208833,1.233116343461334,18.14375100677656,158.830703397376
7397.987632019574,1.243727671969082,18.03844879031495,157.8415348071667
8025.161867721051,1.246370097522828,17.92021499611875,156.762003112983
8705.505632961245,1.248475021742154,17.8007439069481,155.6122707835806
9443.526445285423,1.2457193583943,17.67718014847003,154.3375165067042
10244.11395303065,1.22554250188961,17.543402260465,153.0288496131044
11112.57233097158,1.195202315176167,17.39906805223623,151.5915043505236
12054.65542235029,1.154605033184982,17.24428724105726,150.0063585857924
13076.60486011831,1.11186295035513,17.07551080329752,148.37560952589
14185.19141995768,1.062464544410784,16.88535741686334,146.6077325293578
15387.75987905937,0.9867483750795261,16.68214402033686,144.7716114984711
16692.27767786412,0.9211111889459593,16.45624892116146,142.8307893519678
18107.38770716721,0.8448565698469673,16.21166400902839,140.8485061897708
19642.4655703202,0.7738836247955256,15.93493754596558,138.728591549509
21307.68169991178,0.6756939110212846,15.63772784846665,136.5955338669119
23114.06874047302,0.6079790998423075,15.31699038841088,134.4564697471337
25073.59464364085,0.5101221469260144,14.96367599951721,132.2316923944915
27199.24196006127,0.4429083763228069,14.58098622775364,130.0703955564271
29505.0938533692,0.3652787013661651,14.17924938222711,127.8553617149003
32006.42740611741,0.2798790826730072,13.74484261412063,125.6315887501126
34719.8148358402,0.2145438035126517,13.28273576612206,123.5389783158702
37663.23329184273,0.1325160623887804,12.79335499966009,121.3572347754162
40856.18396015969,0.09852378004998977,12.28106849033073,119.3974131786788
44319.82126579507,0.03303242674817291,11.75548736807567,117.3947410174065
48077.09302825306,-0.0172453124576923,11.20471006904441,115.5218182989134
52152.89249894129,-0.05879208723524414,10.63778456403336,113.6671016191717
56574.22328774603,-0.1162353047596049,10.04741119536393,111.9263657236463
61370.37827147776,-0.1255812157725154,9.446827441864549,110.2938816918422
66573.13366951796,-0.1728223291315334,8.845756409684583,108.6902919774669
72216.95957248642,-0.18429761099236,8.205044849490641,107.2116120179013
78339.24831875639,-0.2148978407715246,7.574952032810912,105.7436075327539
84980.56223189303,-0.2361096731668411,6.924942123772673,104.4882644826076
92184.902360361,-0.2454162428800791,6.265109932660816,103.1880679499085
100000,-0.2557660510836816,5.605303532205836,102.0591426139101
